id,user_id,category,review_type,title,excerpt,body,customer_type,destination_country,destination_city,tags,travel_month,displayed_date,rating_label,thumbnail_url,is_featured,display_order,status,rejection_reason,source_type,approved_at,approved_by,published_at,created_at,updated_at
e0f1g2h3-i3j4-4k5l-6m7n-8o9p0q1r2s3t,d9e0f1g2-h2i3-4j4k-5l6m-7n8o9p0q1r2s,overseas,senior_group,"시니어 모임 싱가포르 시티 투어, 안전하고 편안한 이동에 만족했습니다",연령대가 높은 시니어 회원들을 위한 무리 없는 도보 동선과 쾌적한 전용 차량이 돋보였습니다.,"가든스 바이 더 베이와 마리나 베이 샌즈 등 핵심 관광지를 지치지 않고 즐길 수 있도록 배려한 일정이 좋았습니다. 식사 때마다 한국인 입맛에 맞는 현지 식당을 엄선해주어 회원들이 매우 기뻐하셨습니다. 저녁 야경 투어 시에도 인원 관리가 철저하여 마음 놓고 관광을 즐길 수 있었습니다.",시니어모임,싱가포르,싱가포르,"[""시니어모임"", ""시티투어"", ""동선안정""]",2026-11-05,2026-11-10,4.7,,False,29,approved,,manual_admin,2026-11-10 11:00:00,admin,2026-11-10 11:15:00,2026-11-10 10:00:00,2026-11-10 11:00:00
f1g2h3i4-j4k5-4l6m-7n8o-9p0q1r2s3t4u,e0f1g2h3-i3j4-4k5l-6m7n-8o9p0q1r2s3t,overseas,business_group,"사업자 모임 말레이시아 코타키나발루 휴양, 재충전의 시간이었습니다",사업에 지친 회원들이 아름다운 자연 속에서 휴식하며 친목을 다지는 유익한 일정이었습니다.,"석양 투어와 반딧불 투어 등 힐링 코스가 잘 짜여 있어 참여한 회원들의 스트레스 해소에 큰 도움이 되었습니다. 리조트 내 수영장과 부대시설 이용 시간이 넉넉하여 단체 여행임에도 불구하고 개인적인 휴식을 취하기 좋았습니다. 가이드가 회원 개개인의 컨디션을 수시로 체크해주는 세심함이 돋보였습니다.",사업자모임,말레이시아,코타키나발루,"[""사업자모임"", ""힐링여행"", ""재충전""]",2025-10-12,2025-10-17,4.8,,False,30,approved,,manual_admin,2025-10-17 14:00:00,admin,2025-10-17 14:20:00,2025-10-17 13:00:00,2025-10-17 14:00:00
g2h3i4j5-k5l6-4m7n-8o9p-0q1r2s3t4u5v,f1g2h3i4-j4k5-4l6m-7n8o-9p0q1r2s3t4u,domestic,hiking_group,"산악회 회원들과 함께한 제주 한라산 원정, 완벽한 서포트였습니다",등반 허가부터 하산 지점 차량 대기까지 산악회 회원들의 편의를 최우선으로 고려했습니다.,"한라산의 기상 변화에 맞춰 일정을 유연하게 변경해주어 모두가 안전하게 산행을 마칠 수 있었습니다. 하산 후 들른 흑돼지 전문 식당은 넓은 좌석과 맛있는 고기로 회원들의 평이 아주 좋았습니다. 숙소의 위치가 산행 전후 이동하기에 매우 최적화되어 있어 피로도가 낮았습니다.",산악회,한국,제주,"[""산악회"", ""산행여행"", ""40명여행""]",2026-01-05,2026-01-08,4.9,,False,31,approved,,manual_admin,2026-01-08 17:00:00,admin,2026-01-08 17:15:00,2026-01-08 16:00:00,2026-01-08 17:00:00
h3i4j5k6-l6m7-4n8o-9p0q-1r2s3t4u5v6w,g2h3i4j5-k5l6-4m7n-8o9p-0q1r2s3t4u5v,overseas,couple_group,"부부동반 모임 뉴질랜드 오클랜드 힐링 투어, 대만족이었습니다",부부 12쌍이 참여한 이번 여행은 탁 트인 뉴질랜드의 풍경과 안락한 이동이 핵심이었습니다.,"장거리 이동이 많은 국가임에도 불구하고 버스 시트의 안락함과 정기적인 휴게소 방문으로 피로감이 전혀 없었습니다. 현지 가정식 체험과 와이너리 투어 등 부부들이 좋아할 만한 요소들이 곳곳에 배치되어 있었습니다. 가이드의 친절한 인솔 덕분에 모든 부부가 즐거운 추억을 남기고 돌아왔습니다.",부부동반모임,뉴질랜드,오클랜드,"[""부부동반모임"", ""힐링여행"", ""24명여행""]",2026-03-14,2026-03-24,5.0,,True,32,approved,,manual_admin,2026-03-24 11:00:00,admin,2026-03-24 11:30:00,2026-03-24 10:00:00,2026-03-24 11:00:00
i4j5k6l7-m7n8-4o9p-0q1r-2s3t4u5v6w7x,h3i4j5k6-l6m7-4n8o-9p0q-1r2s3t4u5v6w,overseas,alumni_group,"동문회 이탈리아 로마 역사 탐방, 동문들 간의 우애를 다졌습니다",로마의 유적지를 30명의 동문이 전문 가이드와 함께 심도 있게 탐방한 유익한 시간이었습니다.,"단체 관광임에도 불구하고 개별 수신기를 지급받아 가이드의 설명을 놓치지 않고 들을 수 있었습니다. 저녁마다 로마 시내의 운치 있는 레스토랑에서 즐긴 정찬은 동문들 간의 대화를 더욱 풍성하게 했습니다. 숙소가 주요 관광지 근처에 위치해 있어 이른 아침이나 늦은 저녁 산책하기에 너무 좋았습니다.",동문회,이탈리아,로마,"[""동문회"", ""역사탐방"", ""30명여행""]",2025-05-30,2025-06-10,4.8,,False,33,approved,,manual_admin,2025-06-10 15:00:00,admin,2025-06-10 15:20:00,2025-06-10 14:00:00,2025-06-10 15:00:00
j5k6l7m8-n8o9-4p0q-1r2s-3t4u5v6w7x8y,i4j5k6l7-m7n8-4o9p-0q1r-2s3t4u5v6w7x,domestic,business_group,"상인회 제주도 우수 회원 워크숍, 짧지만 강력한 힐링이었습니다",30명의 상인회 우수 회원들이 제주도의 자연을 즐기며 사업 의지를 다지는 좋은 기회였습니다.,"제주 향토 음식 위주의 식단 구성이 회원들의 입맛을 사로잡았고 식사 장소의 규모도 적절했습니다. 이동 동선이 꼬이지 않게 동부와 서부를 효율적으로 나누어 관광한 점이 만족스러웠습니다. 인솔자가 회원들의 요구사항을 즉각적으로 처리해주는 서비스 정신이 인상적이었습니다.",상인회,한국,제주,"[""상인회"", ""워크숍"", ""30명여행""]",2025-07-08,2025-07-11,4.7,,False,34,approved,,manual_admin,2025-07-11 11:30:00,admin,2025-07-11 11:45:00,2025-07-11 10:30:00,2025-07-11 11:30:00
k6l7m8n9-o9p0-4q1r-2s3t-4u5v6w7x8y9z,j5k6l7m8-n8o9-4p0q-1r2s-3t4u5v6w7x8y,overseas,executive_group,"최고경영자과정 스위스 루체른 연수, 품격 있는 일정이었습니다",루체른의 호수 뷰 호텔과 프라이빗한 산악 열차 투어로 원우님들의 자부심을 높였습니다.,"알프스 산맥의 절경을 배경으로 진행된 세미나는 몰입도가 매우 높았으며 운영 지원 또한 완벽했습니다. 저녁 만찬 시 제공된 현지 프리미엄 와인과 요리의 페어링은 이번 여행의 품격을 말해주었습니다. 가이드의 해박한 지식 덕분에 스위스의 문화와 경제에 대해 깊이 있게 이해할 수 있었습니다.",최고경영자과정모임,스위스,루체른,"[""최고경영자과정모임"", ""해외연수"", ""품격여행""]",2026-06-22,2026-07-01,5.0,,True,35,approved,,manual_admin,2026-07-01 10:00:00,admin,2026-07-01 10:30:00,2026-07-01 09:00:00,2026-07-01 10:00:00
l7m8n9o0-p0q1-4r2s-3t4u-5v6w7x8y9z0a,k6l7m8n9-o9p0-4q1r-2s3t-4u5v6w7x8y9z,overseas,association,"협회 회원 방콕 미식 및 문화 탐방, 다채로운 즐거움이 있었습니다",40명의 협회원이 함께한 이번 여행은 방콕의 화려한 사원과 맛있는 길거리 음식까지 두루 경험했습니다.,"대규모 인원이 움직임에도 불구하고 식당 입장과 관람 예약이 미리 완료되어 대기 없이 진행되었습니다. 가이드가 추천해준 고급 태국 요리 전문점은 분위기가 매우 훌륭하여 회원들의 만족도가 상당했습니다. 일정 중 마련된 자유 쇼핑 시간은 회원들의 개별 니즈를 충족시키기에 충분했습니다.",협회모임,태국,방콕,"[""협회모임"", ""미식투어"", ""40명여행""]",2025-11-12,2025-11-18,4.8,,False,36,approved,,manual_admin,2025-11-18 14:00:00,admin,2025-11-18 14:20:00,2025-11-18 13:00:00,2025-11-18 14:00:00
m8n9o0p1-q1r2-4s3t-4u5v-6w7x8y9z0a1b,l7m8n9o0-p0q1-4r2s-3t4u-5v6w7x8y9z0a,overseas,small_group,"소규모 단체 도쿄 디자인 투어, 트렌디한 감각을 충전하고 왔습니다",디자인에 관심 있는 지인 12명이 모여 도쿄의 힙한 명소들을 효율적으로 돌아본 여행이었습니다.,"대형 버스로는 가기 힘든 좁은 골목의 편집숍과 갤러리들을 전용 차량을 통해 편리하게 방문했습니다. 가이드가 디자인과 예술에 대한 조예가 깊어 각 장소의 의미를 설명해주는 점이 매우 유익했습니다. 숙소의 위치가 시부야 중심가라 저녁 시간에도 개인적으로 둘러보기에 최적이었습니다.",소규모단체,일본,도쿄,"[""소규모단체"", ""디자인투어"", ""12명여행""]",2026-05-04,2026-05-09,4.9,,False,37,approved,,manual_admin,2026-05-09 11:30:00,admin,2026-05-09 11:45:00,2026-05-09 10:30:00,2026-05-09 11:30:00
n9o0p1q2-r2s3-4t4u-5v6w-7x8y9z0a1b2c,m8n9o0p1-q1r2-4s3t-4u5v-6w7x8y9z0a1b,domestic,senior_group,"시니어 친목회 제주 억새 여행, 가을의 낭만을 가득 느끼고 왔습니다",어르신 20명과 함께한 가을 제주 여행은 무리한 산행 대신 완만한 산책로 위주로 구성되어 좋았습니다.,"억새가 만발한 산책로를 가이드와 함께 천천히 걸으며 사진도 찍고 담소를 나눈 시간이 매우 여유로웠습니다. 매일 제공된 전복죽과 갈치조림 등 제주 보양식은 어르신들의 기력을 챙기기에 충분했습니다. 차량 내부에 항상 준비된 따뜻한 차와 간식 서비스가 시니어 회원들에게 호평을 받았습니다.",시니어모임,한국,제주,"[""시니어모임"", ""가을여행"", ""20명여행""]",2025-04-29,2025-05-02,4.8,,False,38,approved,,manual_admin,2025-05-02 09:30:00,admin,2025-05-02 09:40:00,2025-05-02 08:00:00,2025-05-02 09:30:00
o0p1q2r3-s3t4-4u5v-6w7x-8y9z0a1b2c3d,n9o0p1q2-r2s3-4t4u-5v6w-7x8y9z0a1b2c,overseas,executive_group,"최고경영자 모임 이탈리아 피렌체 와인 투어, 대표님들의 찬사를 받았습니다",토스카나의 아름다운 풍경과 명품 와이너리 방문이 조화로운 명품 일정이었습니다.,"대표님들이 좋아하시는 프라이빗 와이너리 투어는 예약 과정부터 현지 통역까지 완벽하게 준비되었습니다. 숙소로 사용한 고성 호텔은 역사와 현대적 시설이 잘 어우러져 숙박 자체만으로도 훌륭한 경험이었습니다. 전 일정 동안 비즈니스 클래스급 차량을 제공해주어 이동 중에도 편안한 휴식이 가능했습니다.",최고경영자모임,이탈리아,피렌체,"[""최고경영자모임"", ""와인투어"", ""품격여행""]",2025-10-18,2025-10-28,5.0,,True,39,approved,,manual_admin,2025-10-28 17:00:00,admin,2025-10-28 17:30:00,2025-10-28 16:00:00,2025-10-28 17:00:00
p1q2r3s4-t4u5-4v6w-7x8y-9z0a1b2c3d4e,o0p1q2r3-s3t4-4u5v-6w7x-8y9z0a1b2c3d,overseas,hiking_group,"산악회 뉴질랜드 트레킹 원정, 대자연과 함께한 도전적인 시간이었습니다",뉴질랜드의 험난하면서도 아름다운 코스를 산악회 회원 30명이 안전하게 완주했습니다.,"현지 등반 가이드와 한국어 가이드가 협업하여 회원들의 안전과 편의를 이중으로 체크해주어 안심이 되었습니다. 산행 후 리조트에서 즐긴 바비큐 파티는 회원들 간의 끈끈한 유대감을 느끼기에 충분했습니다. 고난도 코스와 휴식 코스를 적절히 배분하여 체력 관리가 수월했던 점이 좋았습니다.",산악회,뉴질랜드,퀸스타운,"[""산악회"", ""트레킹"", ""30명여행""]",2026-02-25,2026-03-05,4.9,,False,40,approved,,manual_admin,2026-03-05 10:00:00,admin,2026-03-05 10:15:00,2026-03-05 09:00:00,2026-03-05 10:00:00
q2r3s4t5-u5v6-4w7x-8y9z-0a1b2c3d4e5f,p1q2r3s4-t4u5-4v6w-7x8y-9z0a1b2c3d4e,overseas,alumni_group,"대학원 동문회 베트남 하노이 크루즈 여행, 색다른 즐거움이었습니다",하롱베이의 비경을 크루즈에서 즐기며 동문들과 보낸 하룻밤은 잊지 못할 추억이 되었습니다.,"대형 크루즈 내 객실 시설이 훌륭하여 단체 여행임에도 불구하고 개인의 프라이버시가 잘 보장되었습니다. 선상에서 진행된 갈라 디너는 분위기와 음식 맛 모두 최상급이었으며 동문들이 매우 즐거워했습니다. 하노이 시내 관광 시에도 대기 없는 차량 운영 덕분에 일정이 매우 매끄러웠습니다.",대학원동문모임,베트남,하노이,"[""대학원동문모임"", ""크루즈여행"", ""화합여행""]",2026-04-12,2026-04-18,4.8,,False,41,approved,,manual_admin,2026-04-18 15:00:00,admin,2026-04-18 15:20:00,2026-04-18 14:00:00,2026-04-18 15:00:00
r3s4t5u6-v6w7-4x8y-9z0a-1b2c3d4e5f6g,q2r3s4t5-u5v6-4w7x-8y9z-0a1b2c3d4e5f,overseas,business_group,"상인회 싱가포르 선진 유통망 견학, 많은 것을 배웠습니다",싱가포르의 효율적인 물류 시스템과 유통 구조를 직접 확인하며 많은 통찰을 얻은 기회였습니다.,"전문적인 견학 일정 외에도 유니버설 스튜디오 방문 등 재미있는 코스가 섞여 있어 연수의 질이 높았습니다. 도심 내 이동 시 소요 시간을 정확히 예측하여 일정에 차질이 없도록 관리해준 점이 훌륭했습니다. 숙소 컨디션과 주변 인프라가 좋아 저녁 시간의 개별 활동도 매우 즐거웠습니다.",상인회,싱가포르,싱가포르,"[""상인회"", ""유통견학"", ""25명여행""]",2025-09-20,2025-09-27,4.7,,False,42,approved,,manual_admin,2025-09-27 13:00:00,admin,2025-09-27 13:15:00,2025-09-27 12:00:00,2025-09-27 13:00:00
s4t5u6v7-w7x8-4y9z-0a1b-2c3d4e5f6g7h,r3s4t5u6-v6w7-4x8y-9z0a-1b2c3d4e5f6g,overseas,executive_group,"최고경영자과정 도쿄 비즈니스 인사이트 투어, 실속 있는 일정이었습니다",도쿄의 최신 트렌드를 엿볼 수 있는 명소들과 원우님들의 교류를 위한 고급 다이닝이 돋보였습니다.,"명품 거리 긴자 투어와 오모테산도의 감각적인 건축물 탐방은 원우님들의 안목을 넓히기에 충분했습니다. 일정 중간에 들른 전통 찻집에서의 고요한 휴식 시간이 복잡한 도심 여행의 피로를 씻어주었습니다. 가이드의 세심한 의전과 효율적인 인원 통제 덕분에 모든 일정이 계획대로 진행되었습니다.",최고경영자과정모임,일본,도쿄,"[""최고경영자과정모임"", ""비즈니스투어"", ""20명여행""]",2025-12-12,2025-12-18,4.9,,True,43,approved,,manual_admin,2025-12-18 10:30:00,admin,2025-12-18 10:45:00,2025-12-18 09:00:00,2025-12-18 10:30:00
t5u6v7w8-x8y9-4z0a-1b2c-3d4e5f6g7h8i,s4t5u6v7-w7x8-4y9z-0a1b-2c3d4e5f6g7h,domestic,association,"협회 회원 제주 골프 및 휴양 여행, 원활한 진행에 감사드립니다",30명의 협회원이 함께한 제주 골프 투어는 명문 구장 섭외와 부대 서비스가 매우 훌륭했습니다.,"라운딩 전후의 식사 장소 선정과 메뉴 구성이 남달라 협회원들 사이에서 칭찬이 자자했습니다. 골프를 치지 않는 회원들을 위해 별도의 힐링 코스를 마련해준 유연한 대처가 돋보였습니다. 호텔 객실 배정 시 바다 전망을 최대한 반영해준 세심한 배려에 감동받았습니다.",협회모임,한국,제주,"[""협회모임"", ""골프휴양"", ""30명여행""]",2025-08-05,2025-08-08,4.8,,False,44,approved,,manual_admin,2025-08-08 16:00:00,admin,2025-08-08 16:15:00,2025-08-08 15:00:00,2025-08-08 16:00:00
u6v7w8x9-y9z0-4a1b-2c3d-4e5f6g7h8i9j,t5u6v7w8-x8y9-4z0a-1b2c-3d4e5f6g7h8i,overseas,couple_group,"부부동반 모임 스위스 알프스 기차 여행, 풍경만큼이나 일정도 완벽했습니다",기차를 타고 즐기는 스위스의 비경과 부부들의 편안한 휴식이 어우러진 최고급 여행이었습니다.,"스위스 트래블 패스를 활용한 효율적인 이동과 전용 짐 서비스 덕분에 부부들이 가볍게 여행을 즐겼습니다. 융프라우요흐에서의 점심 식사는 분위기와 맛 모두 훌륭하여 단체 여행의 즐거움을 더했습니다. 저녁마다 제공된 현지 특식과 와인은 부부들 간의 친밀도를 높이는 데 큰 역할을 했습니다.",부부동반모임,스위스,인터라켄,"[""부부동반모임"", ""기차여행"", ""자연경관""]",2026-07-30,2026-08-10,5.0,,True,45,approved,,manual_admin,2026-08-10 11:00:00,admin,2026-08-10 11:30:00,2026-08-10 10:00:00,2026-08-10 11:00:00
v7w8x9y0-z0a1-4b2c-3d4e-5f6g7h8i9j0k,u6v7w8x9-y9z0-4a1b-2c3d-4e5f6g7h8i9j,overseas,business_group,"사업자 모임 오사카 경제 탐방, 현지 트렌드를 제대로 읽었습니다",오사카의 주요 상권을 30명의 사업자가 함께 둘러보며 인사이트를 나눈 알찬 일정이었습니다.,"복잡한 상권 내에서도 인원 관리가 철저하여 한 명도 이탈 없이 안전하게 시찰을 마쳤습니다. 인솔자가 현지 사업자들과의 네트워킹 시간을 주선해주어 예상치 못한 비즈니스 기회를 얻기도 했습니다. 숙소 인근에 맛집들이 많아 저녁 자유 시간에도 풍성한 미식을 즐길 수 있었습니다.",사업자모임,일본,오사카,"[""사업자모임"", ""경제탐방"", ""30명여행""]",2026-10-15,2026-10-20,4.8,,False,46,approved,,manual_admin,2026-10-20 14:00:00,admin,2026-10-20 14:15:00,2026-10-20 13:00:00,2026-10-20 14:00:00
w8x9y0z1-a1b2-4c3d-4e5f-6g7h8i9j0k1l,v7w8x9y0-z0a1-4b2c-3d4e-5f6g7h8i9j0k,overseas,senior_group,"시니어 친목회 베트남 다낭 힐링 여행, 이동이 너무 편했습니다",걷는 일정을 최소화하고 마사지와 맛집 위주로 구성되어 시니어 회원들이 매우 만족하셨습니다.,"전용 대형 버스가 이동 때마다 바로 앞에 대기하고 있어 어르신들이 무더위에 고생하지 않으셨습니다. 가이드가 한국어에 능숙하고 유머러스하여 이동 중에도 지루할 틈이 없었습니다. 숙소 내 조식 퀄리티가 훌륭하여 어르신들이 아침 식사를 매번 챙겨 드실 정도로 만족하셨습니다.",시니어모임,베트남,다낭,"[""시니어모임"", ""힐링여행"", ""이동편안""]",2025-01-20,2025-01-27,4.7,,False,47,approved,,manual_admin,2025-01-27 10:30:00,admin,2025-01-27 10:45:00,2025-01-27 09:30:00,2025-01-27 10:30:00
x9y0z1a2-b2c3-4d4e-5f6g-7h8i9j0k1l2m,w8x9y0z1-a1b2-4c3d-4e5f-6g7h8i9j0k1l,domestic,small_group,"소규모 모임 강릉 경포대 우정 여행, 1박 2일의 행복이었습니다",친구 10명이 함께한 이번 여행은 탁 트인 바다 뷰 숙소와 신선한 회 한 상이 백미였습니다.,"단체 여행이라기보다 친구들끼리 오붓하게 여행하는 느낌을 살려주면서도 중요한 예약은 다 되어 있어 편리했습니다. 가이드가 추천해준 해안가 카페는 분위기가 너무 좋아 다들 사진 찍느라 정신이 없었습니다. 다음 모임 여행도 이곳을 통해 진행하고 싶을 정도로 만족스러운 운영이었습니다.",소규모단체,한국,강릉,"[""소규모단체"", ""우정여행"", ""10명여행""]",2026-11-18,2026-11-20,4.9,,False,48,approved,,manual_admin,2026-11-20 09:00:00,admin,2026-11-20 09:10:00,2026-11-20 08:30:00,2026-11-20 09:00:00
y0z1a2b3-c3d4-4e5f-6g7h-8i9j0k1l2m3n,x9y0z1a2-b2c3-4d4e-5f6g-7h8i9j0k1l2m,overseas,executive_group,"최고경영자 모임 대만 타이베이 투어, 품격과 재미를 모두 잡았습니다",대표님 15분과 함께한 타이베이 여행은 정갈한 식사와 세심한 가이드 서비스가 압권이었습니다.,"타이베이 101 빌딩의 전망대 관람과 전용 룸에서 즐긴 딤섬 만찬은 참석하신 모든 분들께 좋은 평가를 받았습니다. 단체 이동임에도 불구하고 각 대표님의 개별 요구사항을 가이드가 놓치지 않고 챙겨주었습니다. 숙소로 선정된 5성급 호텔의 위치와 서비스가 여행의 질을 한층 높여주었습니다.",최고경영자모임,대만,타이베이,"[""최고경영자모임"", ""미식여행"", ""15명여행""]",2025-06-25,2025-06-30,5.0,,True,49,approved,,manual_admin,2025-06-30 16:30:00,admin,2025-06-30 16:45:00,2025-06-30 15:00:00,2025-06-30 16:30:00
